2062	0	2014
1232	0	2623
2448	0	2099
1445	0	1445
1922	0	175
914	0	2309
2309	0	914
1191	0	2640
2640	0	1191
538	0	63
63	0	538
1124	0	1704
1704	0	1124
175	0	1922
538	0	873
873	0	538
2062	0	1720
1720	0	2062
1720	0	1952
1952	0	1720
2014	0	2062
2035	0	1947
1947	0	2035
2134	0	541
164	0	1328
1080	0	1679
369	0	1622
1679	0	1080
1622	0	369
2172	0	2640
2550	0	1679
1679	0	2550
2640	0	2172
1286	0	1445
2228	0	1543
2310	0	2334
2096	0	1446
1446	0	2096
2504	0	1424
507	0	2414
245	0	178
1328	0	164
1589	0	1589
914	0	1046
1046	0	914
914	0	914
1426	0	673
286	0	2188
673	0	1426
541	0	2134
360	0	1225
2188	0	286
1086	0	263
360	0	2475
2475	0	360
1225	0	360
263	0	1086
1445	0	1286
2414	0	507
969	0	2375
2481	0	641
641	0	2481
1553	0	360
360	0	1553
188	0	2400
2400	0	188
360	0	2370
2370	0	360
2057	0	2101
2101	0	2057
2348	0	1003
640	0	862
67	0	478
478	0	67
862	0	640
1758	0	1758
1291	0	2308
2308	0	1291
2412	0	538
538	0	2412
566	0	2228
1758	0	956
2228	0	566
263	0	263
2062	0	2185
2185	0	2062
2554	0	440
211	0	1470
1470	0	211
223	0	710
1157	0	2298
2298	0	1157
1007	0	1083
1083	0	1007
1774	0	1774
2193	0	2084
710	0	223
2084	0	2193
2186	0	360
1399	0	914
157	0	360
360	0	157
1124	0	1513
847	0	2401
2401	0	847
914	0	1399
1513	0	1124
1224	0	2061
2061	0	1224
360	0	117
218	0	1652
1652	0	218
892	0	1093
1725	0	2257
1367	0	4
81	0	42
4	0	1367
488	0	542
542	0	488
1003	0	2348
1487	0	1726
1726	0	1487
2499	0	1424
1424	0	2499
870	0	763
763	0	870
440	0	2554
183	0	877
877	0	183
1720	0	2644
2644	0	1720
956	0	1758
360	0	2186
1278	0	360
360	0	1278
2368	0	1016
573	0	218
1337	0	2448
691	0	1322
2448	0	1337
1322	0	691
1912	0	2082
1642	0	1978
2082	0	1912
1043	0	696
696	0	1938
1938	0	696
929	0	1367
500	0	35
35	0	500
696	0	1043
1978	0	1642
218	0	573
360	0	156
1436	0	1391
1391	0	1436
513	0	1758
1758	0	513
2639	0	726
889	0	2588
1679	0	1163
1163	0	1679
156	0	360
363	0	449
449	0	363
538	0	802
802	0	538
2588	0	889
726	0	2639
2611	0	2062
1367	0	929
2062	0	2611
439	0	350
1010	0	599
2046	0	2101
2101	0	2046
1102	0	165
350	0	360
165	0	1102
541	0	2217
2217	0	541
2453	0	2453
2653	0	1316
672	0	810
810	0	672
1316	0	2653
360	0	350
1016	0	2368
599	0	1010
1093	0	892
2305	0	306
2062	0	294
350	0	439
1415	0	1415
2645	0	199
199	0	2645
2025	0	498
498	0	2025
360	0	36
1014	0	2062
2062	0	1014
1086	0	2352
36	0	360
2125	0	1086
1086	0	2125
294	0	2062
2352	0	1086
306	0	2305
2057	0	30
117	0	360
2125	0	2228
287	0	287
471	0	1192
201	0	385
234	0	1758
1758	0	234
385	0	201
1572	0	1424
810	0	2101
1679	0	1679
360	0	1384
1384	0	360
2101	0	360
360	0	2101
762	0	538
538	0	762
862	0	1731
2640	0	1633
1633	0	2640
944	0	2228
188	0	2251
16	0	1069
2228	0	944
42	0	81
1192	0	471
1220	0	1124
1124	0	1220
1424	0	1572
312	0	92
1731	0	862
1654	0	2607
2607	0	1654
1188	0	1633
1633	0	1188
2101	0	810
2251	0	188
2271	0	711
1266	0	951
1820	0	360
547	0	720
720	0	547
2434	0	2400
92	0	681
1261	0	720
2400	0	2434
720	0	1261
579	0	579
2125	0	573
573	0	2125
2398	0	1805
1805	0	2398
2064	0	53
53	0	2064
1894	0	2152
2152	0	1894
301	0	360
2086	0	538
538	0	2086
893	0	1715
1715	0	893
951	0	1266
884	0	847
847	0	884
360	0	1820
367	0	101
101	0	367
269	0	53
53	0	269
360	0	301
35	0	2125
2125	0	35
711	0	2271
2062	0	2644
92	0	312
1069	0	16
2107	0	1424
2000	0	2120
2120	0	2000
636	0	360
360	0	636
2414	0	2640
1424	0	2107
604	0	1768
218	0	1792
1792	0	218
1186	0	2180
2180	0	1186
465	0	1016
1016	0	465
1768	0	604
2640	0	2414
2119	0	2142
2142	0	2119
2228	0	2125
2543	0	166
2062	0	2608
2608	0	2062
1124	0	2119
2119	0	1124
166	0	2543
2640	0	1390
2603	0	2133
2133	0	2603
1626	0	2613
2613	0	1626
1390	0	2640
385	0	353
353	0	385
255	0	360
694	0	2614
360	0	255
2614	0	694
538	0	1278
1278	0	538
538	0	2218
2218	0	538
2259	0	538
538	0	2259
2644	0	2062
1817	0	1004
1004	0	1817
1288	0	789
789	0	1288
864	0	1668
1668	0	864
2554	0	1819
1819	0	2554
2339	0	2339
2257	0	1725
569	0	1283
538	0	672
2414	0	99
99	0	2414
765	0	1716
1716	0	765
321	0	2475
1641	0	559
559	0	1641
1115	0	412
412	0	1115
2475	0	321
918	0	1565
1565	0	918
1283	0	569
866	0	2275
2275	0	866
672	0	538
360	0	825
1446	0	2128
2128	0	1446
2113	0	2113
1550	0	2228
2228	0	1550
970	0	2437
2528	0	1830
1830	0	2528
2251	0	1246
385	0	1809
2437	0	970
2147	0	2549
437	0	899
899	0	437
2549	0	2147
408	0	1932
1809	0	385
385	0	2259
2259	0	385
752	0	1558
542	0	1104
1586	0	1394
1394	0	1586
1241	0	1557
1932	0	816
533	0	872
872	0	533
2554	0	1086
360	0	2180
1558	0	2628
2628	0	1558
2180	0	360
816	0	1932
1086	0	2554
1558	0	752
948	0	538
1104	0	542
538	0	948
1975	0	2635
1722	0	542
2062	0	1426
1426	0	2062
1249	0	859
1412	0	81
1557	0	1011
1363	0	2613
542	0	1722
2193	0	573
573	0	2193
1215	0	2251
504	0	1424
1424	0	504
1341	0	823
1011	0	1557
2613	0	1363
343	0	405
2256	0	1147
2635	0	1975
405	0	343
2554	0	218
218	0	2554
2565	0	2565
1260	0	1679
758	0	1322
1322	0	758
1679	0	1260
859	0	1249
360	0	68
1147	0	2256
2623	0	363
363	0	2623
68	0	360
1932	0	408
823	0	1341
360	0	1468
1557	0	1241
1657	0	1657
138	0	707
707	0	138
2095	0	2062
211	0	647
647	0	211
2062	0	2095
2237	0	360
1339	0	1098
1912	0	1159
1159	0	1912
1424	0	1705
1705	0	1424
360	0	2237
1098	0	1339
2420	0	2062
2062	0	2420
1520	0	1520
1424	0	2448
1234	0	1904
2375	0	1092
2516	0	2330
1904	0	1234
347	0	664
664	0	347
842	0	842
1124	0	823
262	0	1086
1086	0	262
2330	0	2516
823	0	1124
2104	0	1523
1523	0	2104
360	0	187
1468	0	360
187	0	360
1557	0	2508
1902	0	1424
2125	0	623
2310	0	2083
538	0	2301
2301	0	538
2083	0	2310
623	0	2125
2125	0	340
1442	0	758
758	0	1442
17	0	356
356	0	17
2448	0	2448
784	0	1001
1001	0	784
1424	0	1902
1550	0	1507
1507	0	1550
641	0	2329
2329	0	641
2508	0	1557
2401	0	1330
392	0	538
218	0	828
828	0	218
538	0	392
1246	0	2251
2573	0	1758
1758	0	2573
2017	0	2080
424	0	424
2080	0	2017
340	0	2125
1330	0	2401
2251	0	1215
2125	0	1227
1825	0	360
1278	0	631
1283	0	516
516	0	1283
1224	0	42
528	0	1514
2224	0	1204
2230	0	2414
1204	0	2224
1033	0	538
1391	0	1418
1418	0	1391
42	0	1224
990	0	1773
1773	0	990
538	0	1033
2414	0	2230
2035	0	1570
1570	0	2035
2279	0	851
1024	0	360
851	0	2279
522	0	2109
2109	0	522
631	0	1278
518	0	1894
691	0	998
1570	0	2125
2125	0	1570
1894	0	518
2554	0	870
580	0	2193
2193	0	580
870	0	2554
2488	0	2488
1251	0	641
1514	0	528
991	0	236
1538	0	810
2102	0	2618
1374	0	1766
1766	0	1374
414	0	2554
2554	0	414
810	0	1538
1339	0	1611
914	0	2414
2414	0	914
440	0	2401
2640	0	748
2131	0	263
2608	0	334
1611	0	1339
1456	0	648
648	0	1456
2618	0	2102
236	0	991
245	0	1124
2645	0	360
360	0	2645
196	0	2102
2102	0	196
2658	0	2658
1038	0	1340
1340	0	1038
1794	0	360
360	0	1794
1634	0	1139
1139	0	1634
649	0	1515
1515	0	649
1124	0	245
964	0	2280
641	0	1251
360	0	1024
360	0	366
2355	0	2438
2438	0	2355
1484	0	188
345	0	2644
440	0	360
366	0	360
360	0	440
1098	0	208
1635	0	360
1500	0	2
2	0	1500
360	0	1635
2320	0	538
208	0	1098
1407	0	2538
2538	0	1407
188	0	1484
81	0	1412
1774	0	711
920	0	928
928	0	920
711	0	1774
1227	0	2125
1580	0	536
536	0	1580
818	0	1361
1361	0	818
2342	0	528
528	0	2342
360	0	1825
2373	0	402
402	0	2373
538	0	2320
2523	0	2062
2062	0	2523
702	0	360
66	0	119
2515	0	360
360	0	1328
1328	0	360
1715	0	538
538	0	1715
998	0	691
719	0	1903
360	0	2075
1903	0	719
1130	0	183
2075	0	360
183	0	1130
2280	0	964
306	0	306
152	0	1623
2448	0	1424
119	0	66
2028	0	1026
360	0	702
1337	0	2622
2644	0	345
2622	0	1337
1425	0	1425
1805	0	1089
1089	0	1805
2311	0	750
215	0	2623
2623	0	215
750	0	2311
2200	0	129
129	0	2200
360	0	2515
1623	0	152
1026	0	2028
1092	0	2375
899	0	1462
1550	0	1115
2641	0	538
2517	0	2554
2554	0	2517
538	0	2641
2515	0	2547
2547	0	2515
1864	0	538
208	0	2352
866	0	1602
1259	0	909
909	0	1259
1602	0	866
1550	0	573
573	0	1550
2352	0	208
2554	0	188
188	0	2554
2593	0	2293
615	0	157
538	0	1864
2251	0	1570
1513	0	1415
1415	0	1513
1570	0	2251
538	0	2607
1470	0	1804
1804	0	1470
2607	0	538
2293	0	2593
2535	0	580
580	0	2535
485	0	1115
1115	0	485
2640	0	1456
157	0	615
1456	0	2640
615	0	2489
317	0	963
918	0	1328
2554	0	2604
2604	0	2554
1328	0	918
1758	0	645
743	0	860
645	0	1758
2170	0	360
360	0	2170
2032	0	538
538	0	2032
918	0	360
1648	0	1922
360	0	918
860	0	743
963	0	317
779	0	918
2489	0	615
1424	0	860
1615	0	360
360	0	1615
1318	0	538
538	0	188
538	0	1318
188	0	538
615	0	2458
1291	0	623
2458	0	615
623	0	1291
1424	0	2623
2623	0	1424
918	0	779
860	0	1424
392	0	2551
420	0	2310
2310	0	420
940	0	673
640	0	2180
2180	0	640
2326	0	188
188	0	2326
2193	0	2261
2135	0	1241
1124	0	1752
360	0	345
345	0	360
2261	0	2193
1557	0	86
86	0	1557
193	0	2332
1752	0	1124
1241	0	2135
2310	0	1514
1675	0	2640
1012	0	1415
1415	0	1012
758	0	963
963	0	758
1424	0	1844
1844	0	1424
1409	0	971
971	0	1409
673	0	940
1276	0	26
26	0	1276
1514	0	2310
1543	0	2228
2092	0	2062
2640	0	1675
2062	0	781
781	0	2062
2332	0	193
360	0	810
717	0	1481
211	0	1550
1202	0	727
727	0	1202
875	0	636
276	0	1424
1424	0	276
546	0	2464
2464	0	546
1769	0	57
2062	0	165
165	0	2062
2314	0	2314
636	0	875
2551	0	392
1481	0	717
1507	0	82
1426	0	264
360	0	2146
1735	0	1341
1341	0	1735
810	0	360
380	0	707
707	0	380
2554	0	1284
1284	0	2554
474	0	2137
61	0	920
920	0	61
2137	0	474
2470	0	538
538	0	2470
1550	0	211
2146	0	360
264	0	1426
334	0	2608
1922	0	1648
82	0	1507
2096	0	1115
1119	0	360
360	0	1119
360	0	1674
1674	0	360
1609	0	2251
1310	0	2128
2251	0	1609
1669	0	363
1424	0	2198
2198	0	1424
363	0	1669
538	0	2381
523	0	1063
2582	0	1685
2128	0	1310
1469	0	360
360	0	1469
2185	0	2644
2158	0	1021
298	0	589
2310	0	2135
589	0	298
2135	0	2310
1220	0	360
538	0	2536
2536	0	538
360	0	1220
1021	0	2158
106	0	1517
538	0	2569
2569	0	538
1115	0	2096
2381	0	538
1367	0	2535
1063	0	523
1446	0	1557
90	0	2330
1202	0	1424
2330	0	90
1424	0	1894
33	0	70
1894	0	1424
360	0	895
70	0	33
615	0	538
586	0	212
212	0	586
1424	0	1202
1462	0	899
1115	0	1550
538	0	615
446	0	876
876	0	446
765	0	2146
673	0	2608
2608	0	673
1517	0	106
1685	0	2582
1601	0	2554
2554	0	1601
895	0	360
2146	0	765
1108	0	1079
1514	0	1514
1250	0	1402
1402	0	1250
1079	0	1108
941	0	1103
1103	0	941
1557	0	1446
2535	0	1367
224	0	2133
2133	0	224
360	0	1368
641	0	1122
1016	0	118
651	0	2125
711	0	1449
2125	0	651
1368	0	360
1114	0	1735
322	0	1440
1440	0	322
1735	0	1114
523	0	131
131	0	523
1124	0	360
1424	0	363
782	0	380
380	0	782
1122	0	641
188	0	1208
2284	0	946
946	0	946
946	0	2284
1894	0	1659
931	0	410
188	0	711
2062	0	33
33	0	2062
711	0	188
410	0	931
1659	0	1894
118	0	1016
2312	0	1135
1135	0	2312
360	0	1124
363	0	1424
1275	0	1904
1715	0	360
2594	0	2234
1083	0	1083
2234	0	2594
1322	0	2332
2062	0	2414
2414	0	2062
2332	0	1322
2354	0	538
538	0	2354
1514	0	538
1558	0	2644
703	0	360
2644	0	1558
360	0	703
2644	0	2185
1758	0	360
1208	0	188
360	0	1758
538	0	1514
360	0	1715
2608	0	2608
1904	0	1275
1461	0	2120
2120	0	1461
1904	0	2193
2193	0	1904
1449	0	711
2071	0	2432
2432	0	2071
2180	0	1758
1758	0	2180
1514	0	1507
1507	0	1514
1036	0	188
188	0	1036
902	0	902
748	0	2640
2401	0	440
525	0	2251
2414	0	1424
2251	0	525
1424	0	2414
1398	0	2624
2624	0	1398
1129	0	1129
1970	0	1648
1341	0	1424
2414	0	1816
2163	0	360
1816	0	2414
1557	0	1557
360	0	2163
1648	0	1970
1424	0	1341
806	0	1286
360	0	832
519	0	2573
2573	0	519
1207	0	2308
2308	0	1207
1210	0	2046
2046	0	1210
2239	0	847
1298	0	661
661	0	1298
2290	0	378
847	0	2239
378	0	2290
832	0	360
2450	0	1124
1124	0	2450
2206	0	1887
1191	0	1424
1887	0	2206
599	0	957
1324	0	199
199	0	1324
378	0	1550
1375	0	1311
1311	0	1375
1550	0	378
748	0	2506
2135	0	1507
1816	0	1679
1507	0	2135
1804	0	1777
2623	0	2640
2640	0	2623
2401	0	457
1679	0	1816
2506	0	748
1483	0	686
1788	0	695
1286	0	806
342	0	1570
2581	0	188
2062	0	361
361	0	2062
2645	0	2414
2414	0	2645
188	0	2581
2640	0	1156
1156	0	2640
1881	0	1068
1068	0	1881
1570	0	342
342	0	1700
1700	0	342
957	0	599
1777	0	1804
1424	0	1191
2514	0	1999
1860	0	1424
1424	0	1860
2124	0	408
408	0	2124
53	0	2639
2639	0	53
71	0	1098
898	0	1599
1599	0	898
2125	0	2096
2096	0	2125
2476	0	1025
1553	0	753
1025	0	2476
790	0	538
2125	0	2125
1536	0	1536
914	0	417
1878	0	171
1033	0	1197
1197	0	1033
171	0	1878
360	0	67
1570	0	655
1693	0	1424
1424	0	1693
655	0	1570
332	0	573
417	0	914
2640	0	538
538	0	2640
1098	0	71
950	0	1330
753	0	1553
1999	0	2514
2573	0	2062
2611	0	2561
1099	0	2101
961	0	1424
1424	0	961
1574	0	754
754	0	1574
1215	0	175
2101	0	1099
175	0	1215
360	0	2421
1363	0	1672
1672	0	1363
2538	0	711
2421	0	360
695	0	1788
711	0	2538
768	0	1124
475	0	2414
1124	0	768
2062	0	2573
711	0	1697
2583	0	1424
1424	0	2583
1697	0	711
2414	0	475
2335	0	1668
2228	0	500
500	0	2228
360	0	1621
1621	0	360
1668	0	2335
2561	0	2611
823	0	15
15	0	823
538	0	790
1424	0	2375
2375	0	1424
457	0	2401
1424	0	1842
1468	0	361
1086	0	2401
1253	0	1217
1217	0	1253
1789	0	1115
1842	0	1424
1115	0	1789
435	0	360
