13088 25
1:5107 0.000971 -0.006087 -0.018466 0.013885 -0.007934 0.005107 0.013049 0.014808 -0.011772 -0.015730 0.010675 0.014204 -0.019365 0.014119 0.003000 0.011089 0.013867 0.016943 0.005140 0.000175 -0.008807 0.009180 0.007225 0.015465 0.002871 
1:4578 -0.000257 -0.017399 0.015614 -0.012386 0.013365 -0.007895 0.019935 0.002162 0.010041 -0.002179 -0.001136 0.001740 0.016602 0.013029 0.001424 -0.013926 -0.000257 0.018703 0.003055 -0.003327 -0.011287 -0.004285 -0.012101 -0.005223 0.017892 
1:2681 0.018911 -0.018479 -0.003776 -0.008215 0.008600 -0.002594 -0.004398 0.015767 0.012354 0.012887 -0.008619 0.015339 -0.000989 -0.007390 0.019746 -0.010515 0.007480 0.013783 0.014176 0.003021 -0.008551 -0.006862 0.003676 -0.005308 -0.001145 
2:9810 -0.008299 0.019432 -0.002027 -0.019593 -0.009620 -0.013820 0.017226 -0.004570 0.013051 -0.014853 0.016528 0.015234 0.006866 -0.006328 -0.019674 -0.014041 0.016642 -0.007185 -0.016762 0.014563 -0.019586 0.009262 0.005039 -0.017731 0.007731 
2:7622 0.010854 0.011228 0.006625 -0.011833 0.000446 0.003896 -0.006566 -0.000532 0.009843 0.012989 0.015976 0.018994 -0.015870 -0.009682 -0.012209 0.008430 -0.019169 0.001043 0.012786 0.004448 -0.011110 -0.009250 0.015337 0.014776 0.016038 
1:4019 0.001070 -0.010815 0.012797 -0.013646 -0.019214 -0.000659 0.012006 0.011761 0.003721 -0.001774 -0.016808 -0.007267 0.009951 0.002848 -0.007340 0.019611 -0.016440 0.019351 0.016073 -0.001534 -0.018718 -0.007611 -0.008136 -0.001677 -0.009978 
1:4586 0.010797 0.005553 -0.000719 -0.011815 0.018220 0.001878 -0.000427 0.003510 -0.007591 -0.019112 -0.010786 0.003182 -0.008881 -0.001383 -0.004750 -0.005940 -0.019658 0.007398 0.003737 -0.003910 0.018044 -0.001834 -0.004706 -0.017267 -0.004808 
2:10631 -0.003991 -0.010571 -0.000486 0.007469 -0.005786 0.018427 0.003189 0.004405 -0.009018 0.018534 0.015552 -0.018762 0.009765 0.015265 0.016053 0.008612 -0.019317 -0.003632 -0.012773 -0.001602 0.017956 -0.012604 0.009233 -0.008829 0.017822 
0:2640 0.015661 0.004225 -0.000895 0.008363 0.005331 0.017065 -0.004927 -0.010697 -0.010702 0.019692 0.009152 -0.016562 -0.019272 -0.014724 0.017266 -0.015226 0.002392 0.014301 0.000003 0.016681 0.006434 0.002469 0.015305 0.013671 0.003542 
2:7152 -0.008667 -0.005994 0.018697 0.019546 0.007121 0.014518 0.006963 0.004224 0.012812 -0.013683 -0.017195 0.002939 0.008374 -0.009828 0.016412 0.000174 -0.018771 0.012604 -0.011276 -0.015382 -0.010660 -0.012537 0.000608 0.005342 0.001944 
1:6509 -0.005902 0.000352 -0.002278 0.005292 -0.017669 -0.002145 0.017040 0.012918 0.010257 -0.011998 -0.014290 0.000334 0.018559 -0.011492 -0.004259 0.014528 0.019210 0.016901 0.008811 -0.013964 -0.007474 -0.016247 0.002190 0.009463 -0.001403 
2:8802 0.012309 -0.018074 0.001777 0.006968 -0.010911 -0.014544 0.011391 0.001044 -0.001640 0.014476 -0.006259 -0.015821 0.005787 0.018118 0.012614 0.012664 0.009290 -0.000928 -0.001102 -0.006421 0.013580 -0.015928 0.006918 0.007317 0.007209 
2:9001 0.016761 0.017701 0.016246 -0.006150 -0.001102 0.010124 -0.004682 0.019462 -0.003188 -0.003013 -0.006774 0.006045 0.000074 0.005815 0.001240 0.016332 0.012496 0.014671 -0.011640 -0.011866 0.005950 0.001316 0.009891 0.019270 -0.007942 
0:1341 -0.017210 0.003870 0.005359 0.015031 -0.010942 0.007499 -0.011008 0.005951 -0.012626 0.005887 -0.002087 -0.013543 -0.007085 0.003244 -0.019715 0.015909 -0.000698 0.007987 -0.019103 -0.005660 -0.006324 -0.002854 0.015810 0.013815 0.001519 
1:6040 0.017973 -0.005339 0.011378 -0.015805 -0.008939 -0.006197 -0.004655 0.002512 -0.000217 0.004666 -0.006002 0.000812 0.000453 0.008615 -0.014855 -0.018156 0.011612 -0.010647 0.016937 -0.013733 -0.013257 0.009951 0.001540 0.010134 -0.015726 
0:1124 0.001040 -0.000973 -0.014687 0.015061 -0.003341 -0.016354 -0.003266 -0.010346 -0.013203 0.007280 -0.013614 0.006781 -0.009090 -0.014457 -0.008862 0.002530 -0.018278 -0.002619 0.000576 -0.008410 0.011035 0.011541 -0.007446 0.011469 -0.002638 
2:8704 -0.016558 0.002750 0.014709 0.011482 -0.000591 -0.012233 0.017131 -0.015915 -0.018334 0.002812 0.006116 0.006494 -0.008456 0.006015 -0.000981 -0.003877 -0.005583 0.018473 -0.018218 0.011353 -0.007897 0.001130 0.013998 0.011490 -0.008406 
1:6651 -0.012311 0.015817 -0.013239 -0.006434 0.007870 -0.016943 -0.012140 -0.001037 0.012297 0.013792 -0.003145 -0.005109 -0.014045 0.015898 0.015429 -0.014910 -0.019376 -0.004234 -0.007890 -0.015550 0.014464 0.008976 0.007461 0.012889 0.003285 
2:11595 0.006529 0.001338 0.004295 0.004989 -0.004846 -0.019009 0.006233 0.009259 -0.017385 0.006467 -0.004691 0.007535 -0.014584 -0.012904 0.017772 0.008177 0.012711 0.019247 -0.002045 -0.000299 0.018470 0.019748 0.019118 0.003903 0.018213 
0:1570 0.015609 0.011125 -0.007677 0.004594 -0.003332 0.001981 0.017542 0.005101 -0.003385 0.016536 0.017495 0.010684 -0.016450 0.014085 0.012061 -0.015413 -0.009963 -0.017693 -0.010442 -0.002858 0.009277 -0.005685 0.007503 -0.009879 0.012922 
3:12503 -0.006044 0.001346 0.009083 -0.017597 -0.008595 -0.016228 0.013155 -0.008398 -0.012366 0.002866 0.012324 -0.005948 -0.016616 -0.005685 0.012550 0.014838 -0.019493 -0.001131 -0.016709 0.013893 -0.019394 -0.011474 -0.014168 -0.010872 -0.003486 
2:8461 -0.017433 -0.005762 -0.008851 -0.005106 -0.008674 -0.016641 -0.006773 0.018160 0.015426 -0.010872 -0.019551 0.000148 0.005834 -0.018142 0.013514 0.013105 -0.011997 -0.003365 -0.016069 0.009196 -0.008679 0.017568 0.006322 0.019563 -0.009302 
2:10707 -0.019199 -0.005517 0.019606 0.018086 -0.017092 0.000506 0.004671 0.016645 -0.011771 0.017824 -0.018982 0.018179 -0.006962 -0.000010 -0.001510 -0.010421 0.019998 -0.017439 -0.003307 0.001447 -0.011556 -0.001589 -0.011529 -0.017006 -0.001391 
2:7157 -0.001692 0.002793 -0.006192 0.019938 -0.004283 -0.000562 0.012471 0.005508 -0.017939 -0.012291 0.013813 0.010317 0.004435 -0.004984 0.019658 -0.011657 0.017572 0.010299 -0.003497 -0.014481 -0.012284 0.009018 -0.008939 -0.007412 0.014036 
0:1558 -0.017476 0.001628 -0.004438 -0.015488 -0.008593 -0.010016 -0.017077 -0.016054 0.008657 -0.006812 0.018572 0.007028 0.015988 0.004401 -0.008241 -0.015559 -0.002366 0.018902 -0.011922 -0.009622 -0.016474 -0.011839 -0.010273 -0.002643 -0.011360 
1:3726 -0.010469 -0.003501 -0.008192 0.002593 0.016357 -0.009074 -0.014715 0.015860 -0.018386 -0.017321 -0.009057 0.013036 0.015519 -0.019613 -0.011308 -0.010948 -0.012242 0.018700 0.012327 0.002732 0.003578 0.002518 0.010146 -0.007469 0.019696 
1:4971 0.018825 -0.018567 -0.016954 0.014645 0.017960 -0.008338 0.005327 -0.014336 -0.005736 0.006143 0.000890 0.003044 -0.001073 -0.009518 -0.004834 0.009178 0.017639 0.003290 -0.000244 -0.010715 -0.004246 0.008582 -0.000937 0.009724 -0.002140 
2:11648 0.016088 0.008919 -0.019050 -0.011909 0.003775 0.010173 -0.017959 -0.013493 0.005380 0.008792 0.007237 -0.017915 0.009200 -0.013274 0.012287 -0.017269 -0.015619 -0.014424 -0.017485 -0.010525 0.011918 0.019676 0.000719 0.008642 0.016106 
2:7985 0.014037 -0.013055 0.002820 -0.019257 -0.009341 -0.002312 0.010691 0.000572 -0.012257 -0.011197 -0.009857 -0.003047 -0.008584 0.001635 -0.005577 0.005487 0.001907 0.018010 -0.007010 0.019804 -0.001969 -0.014141 0.010078 0.015822 0.014812 
0:2101 -0.009333 0.001603 -0.001985 -0.009167 0.018455 -0.001133 -0.000442 -0.013929 0.002519 -0.011620 -0.000709 0.001291 -0.007202 0.010645 -0.005100 0.012438 0.019459 -0.010263 0.001375 0.018550 -0.013018 -0.007959 0.005951 0.014293 -0.002744 
3:12963 0.001590 -0.013093 -0.009780 -0.009249 -0.015044 -0.012623 -0.003661 0.002903 -0.011673 -0.000807 -0.018914 -0.004759 -0.019906 -0.004126 0.014343 -0.018421 -0.004278 0.010927 0.008824 0.006368 0.001561 0.002734 -0.007336 0.005274 0.018183 
2:10298 -0.004992 0.000858 0.004355 0.014629 0.002725 -0.017205 0.003740 -0.004620 -0.004029 -0.006927 -0.019183 -0.008843 -0.007948 -0.004246 0.017423 -0.003424 -0.004226 0.014953 0.018130 -0.000020 0.009225 0.015039 -0.002698 0.011287 -0.002318 
0:1557 0.010410 0.004205 -0.006371 -0.001552 0.011820 0.010971 -0.000507 0.008233 -0.007441 0.006201 0.018155 -0.016969 -0.010599 0.003674 0.016324 0.018511 -0.000799 -0.011560 -0.015569 -0.004777 -0.004305 0.007756 0.013850 -0.010930 -0.004852 
0:2180 0.000501 -0.011573 0.006444 0.002536 0.013557 0.004783 0.011941 -0.001330 -0.019318 -0.007920 -0.007532 -0.009420 -0.000895 0.008484 0.014089 -0.008936 -0.016798 0.004709 0.003000 -0.010611 0.013010 0.015872 0.016340 0.019966 -0.002962 
2:7235 0.006709 0.000289 -0.017672 0.015036 0.013105 -0.011025 0.000966 0.010810 -0.010978 -0.001780 0.017345 -0.013609 0.018918 0.009426 0.017749 0.002535 -0.007584 -0.012232 -0.018631 -0.005457 0.009639 0.004301 -0.017659 0.013556 -0.014587 
0:2517 0.001264 -0.004567 -0.019746 0.006614 -0.007734 -0.005132 0.012927 -0.012299 -0.017597 -0.000811 0.014131 -0.017975 -0.006469 0.013993 -0.015885 0.006941 0.000033 0.009484 0.017216 0.019670 0.004585 0.018505 0.009187 -0.016154 -0.008814 
1:6563 -0.018429 -0.002388 -0.000758 0.008890 0.014342 -0.015876 0.003947 -0.009568 0.004402 0.010306 -0.004340 0.003313 -0.010943 -0.008668 -0.013251 -0.009325 -0.013238 0.004060 -0.000927 0.007855 0.014292 -0.011739 -0.011795 -0.001711 0.007060 
1:5561 -0.002494 -0.014157 0.001609 -0.016779 0.011325 0.010853 -0.019461 -0.005680 0.001431 -0.000892 -0.013441 0.009573 -0.009963 -0.011957 -0.007001 0.016595 -0.007241 0.015165 0.005106 0.010633 0.007684 -0.017532 -0.002365 0.016289 0.000605 
2:7360 0.017273 0.004861 -0.000232 -0.005916 0.006480 -0.006706 -0.003884 0.012106 -0.006615 -0.002277 0.009683 -0.016737 -0.016704 0.009258 -0.019831 -0.004447 0.000716 -0.014149 -0.015556 -0.001932 0.002541 -0.014098 -0.001580 -0.004983 -0.010992 
0:2125 0.017232 -0.018162 0.018346 -0.002747 -0.000326 -0.018811 0.019020 -0.000266 0.013700 0.009998 -0.015188 0.006750 -0.010215 -0.003392 -0.015985 -0.004551 0.009153 -0.001639 0.019076 0.004536 0.000726 0.010730 -0.016490 -0.008040 -0.009398 
0:711 0.008838 -0.000151 0.000306 -0.017233 -0.001554 0.005371 0.007501 0.018544 -0.005757 0.005425 -0.010636 -0.007488 0.018411 -0.001785 -0.010589 -0.003231 -0.006012 0.007769 0.013830 0.015251 0.017024 -0.010070 0.018244 0.001631 -0.017450 
2:12422 -0.008628 -0.014787 0.017490 0.019376 0.008811 0.011149 -0.006844 0.005024 -0.016358 0.005725 0.015393 0.003597 -0.018145 0.017766 -0.004091 -0.009920 -0.000075 -0.017248 0.013254 0.004104 0.015067 -0.010345 -0.019390 -0.015520 0.007605 
0:2554 0.009541 -0.016236 0.000124 -0.015779 0.008763 -0.013356 0.010411 -0.019222 -0.007940 0.004474 -0.001447 0.010929 0.015571 -0.005274 0.016628 -0.011887 -0.001557 0.017433 -0.002026 0.018115 -0.005694 0.014802 0.010428 0.019277 0.017811 
2:8896 0.005599 -0.002450 -0.003448 -0.003383 0.017344 -0.004505 -0.017181 0.018005 0.011056 -0.017588 0.002591 0.018557 -0.001515 -0.015970 0.010651 -0.006899 -0.013516 0.002440 -0.017810 -0.016615 0.002974 0.011246 0.008134 0.000901 -0.005392 
2:7896 -0.005838 0.009083 0.002848 0.014407 0.017869 -0.001352 0.002148 -0.009024 -0.008984 -0.008388 -0.006694 0.010054 -0.005230 0.001010 -0.003806 -0.014011 0.019227 0.010739 0.014152 0.018444 -0.011257 0.006801 0.016420 0.018296 -0.010876 
0:2137 0.007514 -0.001575 -0.008498 -0.011584 0.019824 0.000448 -0.014244 0.003291 0.011843 -0.010860 0.012551 -0.008259 -0.003976 -0.016660 -0.018227 -0.010044 -0.009944 -0.013213 -0.005089 -0.015618 0.001049 0.004753 -0.008032 0.009411 -0.017915 
0:1367 -0.013361 0.016577 0.001865 -0.008322 -0.005997 -0.000859 -0.000447 -0.012340 0.017853 0.009692 0.008976 0.005338 0.009395 -0.010427 -0.018211 0.015631 -0.011794 0.019821 0.002766 -0.005025 -0.005991 0.002788 -0.019312 -0.007630 0.011970 
1:4458 -0.002396 -0.008167 -0.002443 0.005888 -0.002722 0.006415 -0.000721 -0.004939 -0.007318 0.014424 0.019422 -0.003452 0.006314 -0.012975 0.015213 0.002112 -0.006356 0.009213 0.015934 0.009797 0.000846 -0.012069 0.010418 0.009786 0.000718 
0:541 0.015203 -0.005758 -0.001737 0.001982 0.007694 0.003504 -0.006384 -0.017746 0.004139 -0.017068 -0.010594 0.006632 0.001979 0.019239 0.017202 -0.004954 -0.009320 0.002553 0.007021 -0.011168 -0.004487 -0.006271 0.019429 0.002300 0.005371 
2:10092 0.013168 -0.002084 -0.013840 0.016667 0.009157 0.000132 -0.014214 0.016919 -0.019532 -0.003841 -0.015714 -0.007127 0.014812 -0.003330 0.019561 0.003808 -0.019082 0.019068 -0.019279 0.014675 -0.007521 0.002535 0.019806 0.016273 0.010183 
2:9269 -0.006787 -0.017041 0.009880 -0.009518 0.013945 -0.011604 -0.003179 -0.019838 0.009298 0.010961 0.016917 -0.012767 0.009864 -0.018890 0.007274 0.006699 0.003681 0.011520 -0.014508 -0.013061 -0.009878 0.002246 -0.002080 0.019907 -0.006360 
2:8184 -0.010841 0.015588 -0.012654 0.004385 0.019099 0.007277 -0.013229 -0.006145 0.011773 0.005798 -0.018269 -0.019316 0.005363 -0.006446 0.009752 -0.010116 -0.008813 -0.018578 0.010312 -0.017275 -0.003881 0.002255 -0.014739 0.011428 -0.018115 
0:1550 0.015735 0.012153 -0.002691 -0.008439 -0.019517 0.003491 -0.000987 0.015078 0.015894 0.005287 -0.015265 0.013021 0.000646 -0.001472 0.013075 -0.003087 -0.011080 -0.004297 -0.015349 0.003871 0.003800 0.000103 0.006127 0.015837 -0.019119 
1:6616 -0.005986 -0.002559 0.009486 -0.011431 0.016854 0.008902 -0.018508 0.016806 0.017527 0.008785 0.017935 -0.014588 -0.017098 0.001100 -0.014236 0.016278 0.003679 0.014082 0.002185 0.008386 -0.001433 -0.019343 0.006391 -0.017099 0.012249 
2:11417 0.007467 -0.001620 0.001153 0.004323 -0.005185 -0.013285 0.019243 0.019363 0.013834 0.013507 0.015543 0.011001 -0.010202 0.008570 0.009410 -0.001773 -0.011240 0.011721 -0.013185 -0.011756 0.003835 -0.008727 -0.003678 -0.015985 0.015921 
0:1115 0.018259 -0.006219 0.012870 -0.003927 -0.008110 0.013476 0.001936 0.019024 0.004552 0.018475 -0.016693 0.000049 -0.003366 -0.017072 -0.015166 0.001355 0.006554 -0.005395 -0.007271 0.014249 0.007326 0.008264 0.015854 -0.006806 -0.010479 
2:8560 0.003546 0.013940 -0.018706 0.011162 0.013211 0.019828 -0.013223 0.012666 0.019141 0.011464 -0.011122 0.018448 0.018420 0.001487 -0.005543 -0.014670 0.011437 0.012782 -0.005488 -0.008882 -0.017856 0.003175 -0.003463 -0.004568 0.011945 
1:5156 0.006292 -0.000187 0.004199 -0.001032 -0.007225 -0.001623 0.004570 -0.014973 -0.011902 -0.000350 -0.003567 -0.005955 0.008725 0.019052 -0.015424 -0.012596 -0.013601 -0.004988 0.006571 -0.002470 0.019589 0.019854 0.015385 0.013740 -0.006219 
0:2550 0.014347 -0.017300 0.013821 0.004163 0.015665 0.003648 0.003977 -0.014468 -0.010068 0.007267 0.010545 0.002134 -0.014166 -0.010346 0.017120 0.004086 0.010935 0.000180 -0.004756 -0.016276 -0.000756 0.007940 -0.003427 -0.018164 -0.014373 
0:2414 -0.002418 -0.019115 0.004115 0.011905 -0.016130 -0.002484 0.017469 -0.006762 -0.013116 -0.019733 -0.000979 -0.004599 -0.010163 -0.016878 0.008880 0.010817 -0.006656 0.010792 0.007502 -0.009077 0.000176 0.009034 -0.013385 -0.008746 0.006756 
0:361 0.016959 -0.018583 -0.017786 0.009801 -0.008769 0.017244 -0.015872 -0.008903 0.010617 0.008030 0.015724 0.015336 -0.018477 0.009696 -0.000524 0.019842 -0.014143 0.004749 -0.012054 -0.003920 -0.013430 -0.008105 0.001337 0.008033 0.011037 
1:6546 -0.004063 -0.010393 -0.015959 0.014914 -0.019379 0.011025 -0.019684 0.008435 -0.001741 -0.013540 0.011631 0.017375 -0.014072 0.005529 0.011463 0.005666 -0.013344 -0.008893 -0.015932 0.010092 -0.019196 -0.009326 0.009237 0.007110 -0.016190 
