0:1677 0:1677 2 0:d
0:2508 0:262 4 0:d
0:262 0:2508 4 0:d
0:672 0:1068 1 0:d
0:2554 0:1656 1 0:d
0:1973 0:537 1 0:d
0:537 0:1973 1 0:d
0:1204 0:1322 1 0:d
0:2329 0:820 2 0:d
0:2567 0:1592 4 0:d
0:1592 0:2567 4 0:d
0:1668 0:2400 1 0:d
0:1473 0:2062 1 0:d
0:2062 0:1473 1 0:d
0:1422 0:2538 1 0:d
0:1424 0:1048 1 0:d
0:1048 0:1424 1 0:d
0:2400 0:1668 1 0:d
0:1224 0:694 1 0:d
0:694 0:1224 1 0:d
0:2228 0:538 1 0:d
0:538 0:2228 1 0:d
0:1322 0:1204 1 0:d
0:2329 0:578 1 0:d
0:1102 0:2554 1 0:d
0:2554 0:1102 1 0:d
0:871 0:524 1 0:d
0:711 0:1356 2 0:d
0:1545 0:188 4 0:d
0:188 0:1545 4 0:d
0:2062 0:1231 1 0:d
0:459 0:459 2 0:d
0:1231 0:2062 1 0:d
0:1356 0:711 2 0:d
0:1424 0:177 1 0:d
0:2399 0:2399 4 0:d
0:2517 0:1086 1 0:d
0:1102 0:2585 21 0:d
0:2585 0:1102 21 0:d
0:1086 0:2517 1 0:d
0:417 0:519 1 0:d
0:177 0:1424 1 0:d
0:2047 0:1000 1 0:d
0:1000 0:2047 1 0:d
0:2613 0:518 1 0:d
0:752 0:153 1 0:d
0:153 0:752 1 0:d
0:360 0:961 58 0:d
0:961 0:360 58 0:d
0:540 0:197 1 0:d
0:197 0:540 1 0:d
0:538 0:2304 1 0:d
0:2304 0:538 1 0:d
0:935 0:2542 3 0:d
0:2554 0:2083 3 0:d
0:2083 0:2554 3 0:d
0:2542 0:935 3 0:d
0:2418 0:1115 1 0:d
0:1115 0:2418 1 0:d
0:518 0:2613 1 0:d
0:2640 0:2659 4 0:d
0:1426 0:538 1 0:d
0:996 0:1395 1 0:d
0:1395 0:996 1 0:d
0:1700 0:2035 4 0:d
0:1399 0:1734 1 0:d
0:1734 0:1399 1 0:d
0:551 0:538 1 0:d
0:2035 0:1700 4 0:d
0:524 0:653 1 0:d
0:653 0:524 1 0:d
0:1739 0:1739 2 0:d
0:877 0:1611 1 0:d
0:2062 0:2168 1 0:d
0:2349 0:2062 1 0:d
0:2062 0:2349 1 0:d
0:524 0:871 1 0:d
0:360 0:2360 19 0:d
0:2360 0:360 19 0:d
0:2528 0:2228 1 0:d
0:455 0:1887 1 0:d
0:2228 0:2528 1 0:d
0:2320 0:360 1 0:d
0:519 0:417 1 0:d
0:538 0:1426 1 0:d
0:16 0:13 1 0:d
0:1341 0:1415 1 0:d
0:1415 0:1341 1 0:d
0:13 0:16 1 0:d
0:2659 0:2640 4 0:d
0:538 0:551 1 0:d
0:951 0:1766 1 0:d
0:1766 0:951 1 0:d
0:127 0:951 1 0:d
0:47 0:849 1 0:d
0:849 0:47 1 0:d
0:951 0:127 1 0:d
0:360 0:2320 1 0:d
0:1611 0:877 1 0:d
0:2640 0:894 1 0:d
0:894 0:2640 1 0:d
0:1333 0:2610 2 0:d
0:328 0:1424 1 0:d
0:2621 0:309 1 0:d
0:859 0:599 4 0:d
0:599 0:859 4 0:d
0:380 0:2517 2 0:d
0:2517 0:380 2 0:d
0:711 0:1908 1 0:d
0:1908 0:711 1 0:d
0:2623 0:551 1 0:d
0:551 0:2623 1 0:d
0:188 0:847 1 0:d
0:847 0:188 1 0:d
0:538 0:454 1 0:d
0:454 0:538 1 0:d
0:309 0:2621 1 0:d
0:1424 0:328 1 0:d
0:1804 0:2508 2 0:d
0:2508 0:1804 2 0:d
0:1374 0:1609 1 0:d
0:1609 0:1374 1 0:d
0:2343 0:2228 2 0:d
0:2228 0:2343 2 0:d
0:2062 0:706 1 0:d
0:706 0:2062 1 0:d
0:2248 0:599 2 0:d
0:1393 0:696 1 0:d
0:696 0:1393 1 0:d
0:188 0:188 68 0:d
0:360 0:1191 10 0:d
0:1191 0:360 10 0:d
0:599 0:2248 2 0:d
0:328 0:1526 1 0:d
0:1526 0:328 1 0:d
0:748 0:265 1 0:d
0:229 0:418 1 0:d
0:1356 0:308 3 0:d
0:265 0:748 1 0:d
0:843 0:1758 1 0:d
0:1341 0:360 54 0:d
0:360 0:1341 54 0:d
0:1758 0:843 1 0:d
0:634 0:1484 2 0:d
0:1484 0:634 2 0:d
0:2315 0:360 1 0:d
0:1697 0:188 1 0:d
0:1973 0:218 2 0:d
0:2349 0:2563 1 0:d
0:1654 0:306 1 0:d
0:2045 0:1484 1 0:d
0:218 0:1973 2 0:d
0:781 0:2608 1 0:d
0:188 0:1697 1 0:d
0:360 0:2315 1 0:d
0:914 0:1755 2 0:d
0:2563 0:2349 1 0:d
0:1340 0:59 1 0:d
0:59 0:1340 1 0:d
0:2550 0:360 26 0:d
0:615 0:1022 1 0:d
0:1022 0:615 1 0:d
0:360 0:2550 26 0:d
0:446 0:2640 1 0:d
0:2640 0:446 1 0:d
0:538 0:336 3 0:d
0:360 0:34 1 0:d
0:34 0:360 1 0:d
0:336 0:538 3 0:d
0:1679 0:875 1 0:d
0:1755 0:914 2 0:d
0:875 0:1679 1 0:d
0:308 0:1356 3 0:d
0:418 0:229 1 0:d
0:568 0:188 7 0:d
0:1157 0:1157 2 0:d
0:2102 0:1561 1 0:d
0:1424 0:1746 1 0:d
0:859 0:188 2 0:d
0:188 0:859 2 0:d
0:440 0:1766 1 0:d
0:306 0:2645 1 0:d
0:1561 0:2102 1 0:d
0:743 0:902 1 0:d
0:1230 0:1230 8 0:d
0:902 0:743 1 0:d
0:360 0:1039 6 0:d
0:1766 0:440 1 0:d
0:1045 0:1045 2 0:d
0:247 0:1424 1 0:d
0:1039 0:360 6 0:d
0:1124 0:861 1 0:d
0:2658 0:637 1 0:d
0:637 0:2658 1 0:d
0:945 0:1322 1 0:d
0:2228 0:808 1 0:d
0:1246 0:2125 2 0:d
0:2228 0:459 1 0:d
0:459 0:2228 1 0:d
0:2645 0:306 1 0:d
0:1576 0:218 9 0:d
0:218 0:1576 9 0:d
0:861 0:1124 1 0:d
0:651 0:691 1 0:d
0:691 0:651 1 0:d
0:2125 0:1246 2 0:d
0:1746 0:1424 1 0:d
0:2135 0:213 1 0:d
0:213 0:2135 1 0:d
0:1146 0:1146 2 0:d
0:936 0:936 4 0:d
0:1424 0:247 1 0:d
0:2332 0:758 2 0:d
0:981 0:1034 1 0:d
0:1257 0:1424 1 0:d
0:1424 0:1257 1 0:d
0:1014 0:2185 1 0:d
0:2062 0:1410 1 0:d
0:1410 0:2062 1 0:d
0:2207 0:360 3 0:d
0:2185 0:1014 1 0:d
0:360 0:2207 3 0:d
0:132 0:847 1 0:d
0:847 0:132 1 0:d
0:2517 0:2259 1 0:d
0:2259 0:2517 1 0:d
0:1192 0:1192 2 0:d
0:188 0:568 7 0:d
0:1034 0:981 1 0:d
0:2608 0:781 1 0:d
0:758 0:2332 2 0:d
0:2535 0:2535 4 0:d
0:758 0:2227 2 0:d
0:2062 0:2360 4 0:d
0:2360 0:2062 4 0:d
0:528 0:718 1 0:d
0:718 0:528 1 0:d
0:2488 0:188 1 0:d
0:188 0:2488 1 0:d
0:2227 0:758 2 0:d
0:1088 0:1268 1 0:d
0:1644 0:1957 1 0:d
0:1268 0:1088 1 0:d
0:1957 0:1644 1 0:d
0:1343 0:360 1 0:d
0:800 0:1424 1 0:d
0:360 0:1343 1 0:d
0:1424 0:800 1 0:d
0:1068 0:672 1 0:d
0:204 0:2335 1 0:d
0:1484 0:2045 1 0:d
0:1833 0:1304 1 0:d
0:1304 0:1833 1 0:d
0:1040 0:2658 1 0:d
0:253 0:1488 1 0:d
0:743 0:1756 1 0:d
0:1756 0:743 1 0:d
0:2658 0:1040 1 0:d
0:68 0:253 1 0:d
0:253 0:68 1 0:d
0:1341 0:1311 1 0:d
0:1311 0:1341 1 0:d
0:1063 0:2218 1 0:d
0:1769 0:2658 1 0:d
0:1109 0:360 1 0:d
0:386 0:386 4 0:d
0:1488 0:253 1 0:d
0:360 0:949 2 0:d
0:949 0:360 2 0:d
0:1550 0:213 2 0:d
0:2611 0:2644 1 0:d
0:2644 0:2611 1 0:d
0:1809 0:2538 1 0:d
0:2592 0:1218 1 0:d
0:1073 0:1257 1 0:d
0:1257 0:1073 1 0:d
0:2062 0:2051 1 0:d
0:2051 0:2062 1 0:d
0:1218 0:2592 1 0:d
0:1931 0:542 1 0:d
0:779 0:1278 1 0:d
0:691 0:179 1 0:d
0:179 0:691 1 0:d
0:1278 0:779 1 0:d
0:360 0:1109 1 0:d
0:213 0:1550 2 0:d
0:1132 0:2554 1 0:d
0:2554 0:1132 1 0:d
0:360 0:662 5 0:d
0:458 0:2257 1 0:d
0:982 0:2337 1 0:d
0:1310 0:1737 1 0:d
0:1737 0:1310 1 0:d
0:2337 0:982 1 0:d
0:662 0:360 5 0:d
0:1642 0:151 1 0:d
0:2257 0:458 1 0:d
0:2481 0:1415 1 0:d
0:1890 0:360 1 0:d
0:360 0:1890 1 0:d
0:1415 0:2481 1 0:d
0:2610 0:1333 2 0:d
0:151 0:1642 1 0:d
0:286 0:2062 2 0:d
0:2467 0:435 1 0:d
0:435 0:2467 1 0:d
0:1155 0:538 1 0:d
0:542 0:1931 1 0:d
0:2218 0:1063 1 0:d
0:1188 0:2143 1 0:d
0:2143 0:1188 1 0:d
0:2658 0:1769 1 0:d
0:360 0:1073 2 0:d
0:1073 0:360 2 0:d
0:2525 0:345 1 0:d
0:345 0:2525 1 0:d
0:1000 0:1204 1 0:d
0:2101 0:2640 4 0:d
0:1086 0:1086 2 0:d
0:2640 0:2101 4 0:d
0:2062 0:286 2 0:d
0:538 0:1155 1 0:d
0:1204 0:1000 1 0:d
0:2538 0:1809 1 0:d
0:1756 0:2006 1 0:d
0:709 0:2640 1 0:d
0:1973 0:2538 1 0:d
0:2538 0:1973 1 0:d
0:2215 0:74 1 0:d
0:2639 0:1231 1 0:d
0:1231 0:2639 1 0:d
0:2061 0:2061 2 0:d
0:1811 0:1672 1 0:d
0:74 0:2215 1 0:d
0:1596 0:2414 1 0:d
0:2414 0:1596 1 0:d
0:1259 0:526 1 0:d
0:363 0:2062 2 0:d
0:2062 0:363 2 0:d
0:1672 0:1811 1 0:d
0:2640 0:709 1 0:d
0:1884 0:74 1 0:d
0:74 0:1884 1 0:d
0:541 0:2388 1 0:d
0:2388 0:541 1 0:d
0:810 0:1513 1 0:d
0:2335 0:204 1 0:d
0:1513 0:810 1 0:d
0:1631 0:2649 1 0:d
0:2649 0:1631 1 0:d
0:1285 0:2033 1 0:d
0:2033 0:1285 1 0:d
0:174 0:2062 1 0:d
0:2524 0:1424 1 0:d
0:1424 0:2524 1 0:d
0:2062 0:174 1 0:d
0:2025 0:2500 2 0:d
0:2500 0:2025 2 0:d
0:360 0:2524 23 0:d
0:2524 0:360 23 0:d
0:360 0:1232 175 0:d
0:1232 0:360 175 0:d
0:538 0:2253 1 0:d
0:1704 0:1424 1 0:d
0:1424 0:1704 1 0:d
0:2253 0:538 1 0:d
0:1557 0:2193 2 0:d
0:409 0:1310 1 0:d
0:2193 0:1557 2 0:d
0:1310 0:409 1 0:d
0:594 0:2137 1 0:d
0:2624 0:2445 2 0:d
0:2445 0:2624 2 0:d
0:2006 0:1756 1 0:d
0:2137 0:594 1 0:d
0:724 0:2119 1 0:d
0:2119 0:724 1 0:d
0:930 0:2441 1 0:d
0:306 0:1654 1 0:d
0:597 0:1073 1 0:d
0:1073 0:597 1 0:d
0:526 0:1259 1 0:d
0:976 0:976 2 0:d
0:1232 0:1679 1 0:d
0:2415 0:142 1 0:d
0:1679 0:1232 1 0:d
0:142 0:2415 1 0:d
0:847 0:538 1 0:d
0:538 0:847 1 0:d
0:1056 0:1550 1 0:d
0:1550 0:1056 1 0:d
0:859 0:859 2 0:d
0:1973 0:2587 1 0:d
0:2162 0:1471 1 0:d
0:1471 0:2162 1 0:d
0:2441 0:930 1 0:d
0:2587 0:1973 1 0:d
0:1322 0:945 1 0:d
0:1582 0:1582 2 0:d
0:30 0:2057 1 0:d
0:380 0:1315 1 0:d
0:385 0:1639 1 0:d
0:1639 0:385 1 0:d
0:2062 0:345 1 0:d
0:345 0:2062 1 0:d
0:802 0:1758 1 0:d
0:1315 0:380 1 0:d
0:2096 0:1557 4 0:d
0:574 0:1424 2 0:d
0:360 0:1440 1 0:d
0:1255 0:2506 1 0:d
0:1440 0:360 1 0:d
0:421 0:2528 1 0:d
0:1912 0:1912 2 0:d
0:1424 0:574 2 0:d
0:360 0:2573 2 0:d
0:2573 0:360 2 0:d
0:1758 0:802 1 0:d
0:380 0:2259 10 0:d
0:1346 0:2573 1 0:d
0:2573 0:1346 1 0:d
0:1507 0:1027 1 0:d
0:2259 0:380 10 0:d
0:2332 0:2147 1 0:d
0:215 0:215 2 0:d
0:2147 0:2332 1 0:d
0:360 0:678 2 0:d
0:678 0:360 2 0:d
0:1424 0:2157 1 0:d
0:2157 0:1424 1 0:d
0:19 0:562 1 0:d
0:562 0:19 1 0:d
0:1557 0:2096 4 0:d
0:2228 0:711 29 0:d
0:1424 0:454 1 0:d
0:711 0:2228 29 0:d
0:1904 0:1446 1 0:d
0:753 0:1424 1 0:d
0:1679 0:1007 1 0:d
0:1007 0:1679 1 0:d
0:1106 0:693 1 0:d
0:1894 0:1066 1 0:d
0:1066 0:1894 1 0:d
0:1424 0:753 1 0:d
0:1305 0:1305 8 0:d
0:2193 0:1115 2 0:d
0:1115 0:500 1 0:d
0:78 0:78 2 0:d
0:380 0:369 1 0:d
0:378 0:1434 7 0:d
0:1434 0:378 7 0:d
0:1115 0:2193 2 0:d
0:359 0:2496 1 0:d
0:2496 0:359 1 0:d
0:180 0:2279 3 0:d
0:1446 0:1904 1 0:d
0:2506 0:1255 1 0:d
0:1424 0:474 1 0:d
0:474 0:1424 1 0:d
0:1076 0:538 1 0:d
0:610 0:1362 2 0:d
0:1362 0:610 2 0:d
0:1812 0:779 1 0:d
0:779 0:1812 1 0:d
0:538 0:1076 1 0:d
0:1587 0:561 1 0:d
0:561 0:1587 1 0:d
0:727 0:360 2 0:d
0:360 0:727 2 0:d
0:2279 0:180 3 0:d
0:2528 0:421 1 0:d
0:500 0:1115 1 0:d
0:454 0:1424 1 0:d
0:2628 0:538 1 0:d
0:832 0:1424 2 0:d
0:2115 0:2096 1 0:d
0:1693 0:360 1 0:d
0:189 0:105 1 0:d
0:360 0:1693 1 0:d
0:105 0:189 1 0:d
0:1424 0:832 2 0:d
0:1735 0:154 1 0:d
0:154 0:1735 1 0:d
0:1445 0:799 1 0:d
0:2096 0:2115 1 0:d
0:1681 0:1681 4 0:d
0:1819 0:711 1 0:d
0:360 0:2484 3 0:d
0:799 0:1445 1 0:d
0:1756 0:929 1 0:d
0:929 0:1756 1 0:d
0:367 0:1367 1 0:d
0:2062 0:1558 7 0:d
0:178 0:245 1 0:d
0:1558 0:2062 7 0:d
0:1124 0:1415 1 0:d
0:1415 0:1124 1 0:d
0:2375 0:969 1 0:d
0:242 0:538 1 0:d
0:538 0:242 1 0:d
0:1367 0:367 1 0:d
0:538 0:1232 1 0:d
0:1232 0:538 1 0:d
0:2647 0:2385 1 0:d
0:2385 0:2647 1 0:d
0:2640 0:978 1 0:d
0:978 0:2640 1 0:d
0:2498 0:1424 10 0:d
0:538 0:2628 1 0:d
0:1424 0:2498 10 0:d
0:336 0:336 2 0:d
0:758 0:758 2 0:d
0:2592 0:2118 1 0:d
0:2118 0:2592 1 0:d
0:681 0:92 2 0:d
0:2553 0:2062 1 0:d
0:691 0:2125 1 0:d
0:830 0:344 1 0:d
0:2526 0:2526 4 0:d
0:112 0:369 2 0:d
0:2062 0:2553 1 0:d
0:1340 0:799 1 0:d
0:799 0:1340 1 0:d
0:2125 0:691 1 0:d
0:1027 0:1507 1 0:d
0:369 0:112 2 0:d
0:344 0:830 1 0:d
0:1651 0:1423 1 0:d
0:1423 0:1651 1 0:d
0:2062 0:842 1 0:d
0:842 0:2062 1 0:d
0:711 0:1819 1 0:d
0:1679 0:586 1 0:d
0:165 0:2247 1 0:d
0:586 0:1679 1 0:d
0:2503 0:1069 1 0:d
0:1069 0:2503 1 0:d
0:2247 0:165 1 0:d
0:2593 0:965 4 0:d
0:965 0:2593 4 0:d
0:1679 0:363 1 0:d
0:538 0:2080 1 0:d
0:363 0:1679 1 0:d
0:2080 0:538 1 0:d
0:2484 0:360 3 0:d
0:369 0:380 1 0:d
0:693 0:1106 1 0:d
0:2346 0:2346 4 0:d
0:2311 0:121 1 0:d
0:538 0:2554 1 0:d
0:2554 0:538 1 0:d
0:626 0:1445 1 0:d
0:2516 0:2057 1 0:d
0:1507 0:663 1 0:d
0:121 0:2311 1 0:d
0:663 0:1507 1 0:d
0:1017 0:360 1 0:d
0:963 0:1805 8 0:d
0:1805 0:963 8 0:d
0:2414 0:577 1 0:d
0:577 0:2414 1 0:d
0:1445 0:626 1 0:d
0:360 0:1017 1 0:d
0:1689 0:914 1 0:d
0:914 0:1689 1 0:d
0:2552 0:1016 1 0:d
0:2486 0:2566 1 0:d
0:2566 0:2486 1 0:d
0:2471 0:492 1 0:d
0:492 0:2471 1 0:d
0:1424 0:1016 2 0:d
0:573 0:538 1 0:d
0:538 0:573 1 0:d
0:2543 0:2075 1 0:d
0:2075 0:2543 1 0:d
0:660 0:1747 1 0:d
0:2414 0:2102 2 0:d
0:2102 0:2414 2 0:d
0:1747 0:660 1 0:d
0:2057 0:2516 1 0:d
0:1016 0:2552 1 0:d
0:2322 0:1758 1 0:d
0:1016 0:1424 2 0:d
0:183 0:183 10 0:d
0:2560 0:914 1 0:d
0:6 0:2228 1 0:d
0:1556 0:1556 4 0:d
0:1367 0:643 1 0:d
0:2228 0:6 1 0:d
0:78 0:1436 1 0:d
0:1424 0:2037 1 0:d
0:643 0:1367 1 0:d
0:1436 0:78 1 0:d
0:782 0:2169 1 0:d
0:2037 0:1424 1 0:d
0:1424 0:1332 1 0:d
0:199 0:847 1 0:d
0:847 0:199 1 0:d
0:924 0:360 2 0:d
0:2169 0:782 1 0:d
0:868 0:868 2 0:d
0:1332 0:1424 1 0:d
0:1274 0:1016 3 0:d
0:914 0:2560 1 0:d
0:1894 0:1415 2 0:d
0:1415 0:1894 2 0:d
0:856 0:360 1 0:d
0:1819 0:1374 2 0:d
0:1374 0:1819 2 0:d
0:360 0:856 1 0:d
0:2101 0:2101 2 0:d
0:1016 0:1274 3 0:d
0:691 0:466 1 0:d
0:466 0:691 1 0:d
0:1491 0:2082 1 0:d
0:1424 0:2629 1 0:d
0:2629 0:1424 1 0:d
0:2082 0:1491 1 0:d
0:1758 0:2322 1 0:d
0:2133 0:492 5 0:d
0:492 0:2133 5 0:d
0:1424 0:2504 1 0:d
0:553 0:1785 1 0:d
0:860 0:2308 1 0:d
0:653 0:41 3 0:d
0:41 0:653 3 0:d
0:2308 0:860 1 0:d
0:386 0:211 3 0:d
0:1785 0:553 1 0:d
0:211 0:386 3 0:d
0:1717 0:538 2 0:d
0:538 0:1717 2 0:d
0:2099 0:2448 1 0:d
0:2623 0:1232 1 0:d
0:1935 0:1935 2 0:d
0:2062 0:2014 1 0:d
0:1232 0:2623 1 0:d
0:2448 0:2099 1 0:d
0:1445 0:1445 2 0:d
0:1922 0:175 1 0:d
0:914 0:2309 1 0:d
0:2309 0:914 1 0:d
0:1191 0:2640 1 0:d
0:2640 0:1191 1 0:d
0:538 0:63 1 0:d
0:63 0:538 1 0:d
0:1124 0:1704 11 0:d
0:1704 0:1124 11 0:d
0:175 0:1922 1 0:d
0:538 0:873 1 0:d
0:873 0:538 1 0:d
0:2062 0:1720 1 0:d
0:1720 0:2062 1 0:d
0:1720 0:1952 1 0:d
0:1952 0:1720 1 0:d
0:2014 0:2062 1 0:d
0:2035 0:1947 1 0:d
0:1947 0:2035 1 0:d
0:2134 0:541 1 0:d
0:164 0:1328 1 0:d
0:1080 0:1679 1 0:d
0:369 0:1622 14 0:d
0:1679 0:1080 1 0:d
0:1622 0:369 14 0:d
0:2172 0:2640 1 0:d
0:2550 0:1679 7 0:d
0:1679 0:2550 7 0:d
0:2640 0:2172 1 0:d
0:1286 0:1445 1 0:d
0:2228 0:1543 1 0:d
0:2310 0:2334 2 0:d
0:2096 0:1446 1 0:d
0:1446 0:2096 1 0:d
0:2504 0:1424 1 0:d
0:507 0:2414 1 0:d
0:245 0:178 1 0:d
0:1328 0:164 1 0:d
0:1589 0:1589 4 0:d
0:914 0:1046 2 0:d
0:1046 0:914 2 0:d
0:914 0:914 14 0:d
0:1426 0:673 1 0:d
0:286 0:2188 3 0:d
0:673 0:1426 1 0:d
0:541 0:2134 1 0:d
0:360 0:1225 6 0:d
0:2188 0:286 3 0:d
0:1086 0:263 1 0:d
0:360 0:2475 1 0:d
0:2475 0:360 1 0:d
0:1225 0:360 6 0:d
0:263 0:1086 1 0:d
0:1445 0:1286 1 0:d
0:2414 0:507 1 0:d
0:969 0:2375 1 0:d
0:2481 0:641 1 0:d
0:641 0:2481 1 0:d
0:1553 0:360 8 0:d
0:360 0:1553 8 0:d
0:188 0:2400 2 0:d
0:2400 0:188 2 0:d
0:360 0:2370 5 0:d
0:2370 0:360 5 0:d
0:2057 0:2101 1 0:d
0:2101 0:2057 1 0:d
0:2348 0:1003 1 0:d
0:640 0:862 1 0:d
0:67 0:478 1 0:d
0:478 0:67 1 0:d
0:862 0:640 1 0:d
0:1758 0:1758 4 0:d
0:1291 0:2308 1 0:d
0:2308 0:1291 1 0:d
0:2412 0:538 1 0:d
0:538 0:2412 1 0:d
0:566 0:2228 2 0:d
0:1758 0:956 1 0:d
0:2228 0:566 2 0:d
0:263 0:263 2 0:d
0:2062 0:2185 2 0:d
0:2185 0:2062 2 0:d
0:2554 0:440 2 0:d
0:211 0:1470 1 0:d
0:1470 0:211 1 0:d
